id,source,surface,normalized,root,morph_segments,tokenizer_target,affixes,process,pos_guess,features,confidence,frequency_in_sources,context,notes
kap-morph-0495,religious,minukiat,minukiat,mukiat,m+in+ukiat,m | in | ukiat,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,17,king gabun Genesis Dapot [minukiat] ibat king labuad ing,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0496,literary,mitakutan,mitakutan,mitakut,mitakut+an,mitakut | an,-an,suffixation,N/V,suffix=-an,medium,17,mibabali ni ng e [mitakutan] Uling king Angeles detang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0497,literary,pagnasan,pagnasan,gnas,pa+gnas+an,pa | gnas | an,pa- + -an,circumfixation,N/V,circumfix=pa-...-an,medium,17,king abalitan ku yang [pagnasan] yung mausta alilan ye,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0498,literary,pekibatan,pekibatan,kibat,pe+kibat+an,pe | kibat | an,pe-; -an,prefixation+suffixation,V/ADJ/N,prefix=pe-; suffix=-an,medium,17,saingsing Ali ke apanusigan [pekibatan] ke king piling Mepupus,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0499,religious,tikpan,tikpan,tikp,tikp+an,tikp | an,-an,suffixation,N/V,suffix=-an,medium,17,linakad lang paurung at [tikpan] daing kalubasan na ning,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0500,literary,tinipa,tinipa,tipa,t+in+ipa,t | in | ipa,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,17,mamaltang ing kabengyan a [tinipa] Manyagid na king butulku,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0501,literary,tipunan,tipunan,tipun,tipun+an,tipun | an,-an,suffixation,N/V,suffix=-an,medium,17,isip ing malagung diwa [Tipunan] ko detang mapinung salita,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0502,literary,capitan,capitan,capit,capit+an,capit | an,-an,suffixation,N/V,suffix=-an,medium,16,ning meto-orbe potang ing [Capitan] ning Dios keti sulip,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0503,literary,kapagnasan,kapagnasan,pagnas,ka+pagnas+an,ka | pagnas | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,16,kulkul Enero PAMANANAMAN King [kapagnasan] kung mebinang maruruk ban,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0504,literary,kasangkapan,kasangkapan,sangkap,ka+sangkap+an,ka | sangkap | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,16,ku keka e la [kasangkapan] lalu lang e kwalta,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0505,religious,kekaban,kekaban,kekab,kekab+an,kekab | an,-an,suffixation,N/V,suffix=-an,medium,16,mu ing gabun king [kekaban] na at king keang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0506,literary,kelinguan,kelinguan,kelingu,kelingu+an,kelingu | an,-an,suffixation,N/V,suffix=-an,medium,16,abatas e ra ka [kelinguan] tune kang mal kaku,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0507,literary,lingap,lingap,lgap,l+in+gap,l | in | gap,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,16,king tangke Agyang sablang [lingap] gisanan mung ibie Diligan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0508,religious,malipul,malipul,lipul,ma+lipul,ma | lipul,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,16,aldo a iti bang [malipul] kong agad a alang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0509,literary,malunus,malunus,lunus,ma+lunus,ma | lunus,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,16,Upaya at Ligayang tune [Malunus] na Ka mu kening,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0510,literary,mangga,mangga,ngga,ma+ngga,ma | ngga,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,16,sumpang E na paymburisan [mangga] man king wakas Saganan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0511,literary,marapat,marapat,rapat,ma+rapat,ma | rapat,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,16,Inya baling metung Karen [marapat] mu ing kutnan la,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0512,literary,masias,masias,sias,ma+sias,ma | sias,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,16,king ibpa Ding terminung [masias] mengari lang dikut King,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0513,literary,mekamate,mekamate,mate,meka+mate,meka | mate,meka-,prefixation,V/ADJ/N,prefix=meka-,medium,16,milantang Bala ra ding [mekamate] pete re ing taung,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0514,literary,mingat,mingat,mgat,m+in+gat,m | in | gat,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,16,mabyasa kang mangilag at [mingat] King kaligaligan ba kang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0515,literary,nanuman,nanuman,nanum,nanum+an,nanum | an,-an,suffixation,N/V,suffix=-an,medium,16,Talapanaral sabla alang kabaldugan [Nanuman] kekang gagawan iti alang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0516,literary,naya,naya,naya,naya,naya,,clitic_or_function,PART/PRON/DET/PREP,closed_class; preserve_as_token,high,16,na king capulungan mamun [naya] ing Maestro atin ya,Kept unsplit to avoid false affix boundaries in tokenizer training.
kap-morph-0517,literary,patingapun,patingapun,tingapun,pa+tingapun,pa | tingapun,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,16,mandilung pawas lub ning [patingapun] Potang ining bye ku,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0518,literary,pepakilala,pepakilala,pakilala,pe+pakilala,pe | pakilala,pe-,prefixation,V/ADJ/N,prefix=pe-,medium,16,komusta ya naman Itang [pepakilala] mu ken king New,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0519,literary,pibatan,pibatan,batan,pi+batan,pi | batan,pi-,prefixation,V/ADJ/N,prefix=pi-,medium,16,ipagpa Nanung ikatula mu [pibatan] ku naman malunus Ka,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0520,literary,pilan,pilan,pil,pil+an,pil | an,-an,suffixation,N/V,suffix=-an,medium,16,Anak nin Tau Dapot [pilan] la pa Ring cain,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0521,literary,rugu,rugu,rugu,rugu,rugu,,function_word,PART/PRON/DET/PREP,closed_class; preserve_as_token,high,16,keang tuknangan Bakit kaya [rugu] alang mekasagip agyang metung,Kept unsplit to avoid false affix boundaries in tokenizer training.
kap-morph-0522,literary,sibukan,sibukan,sibuk,sibuk+an,sibuk | an,-an,suffixation,N/V,suffix=-an,medium,16,a babye ligaya Ing [sibukan] ku ing tinanam santul,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0523,literary,siniping,siniping,siping,s+in+iping,s | in | iping,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,16,da ka Abril ASAWA [Siniping] ya y Onyok king,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0524,literary,tatas,tatas,tas,ta~tas,ta~tas,ta~,reduplication,V/ADJ,reduplicated_cv=ta; aspect_or_intensification,medium,16,good morning que aldol-do [Tatas] mila reng gamat mi,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0525,literary,adwa,adwa,adwa,adwa,adwa,,function_word,PART/PRON/DET/PREP,closed_class; preserve_as_token,high,15,keang koya t ding [adwa] nang atsi neng pakyalungan,Kept unsplit to avoid false affix boundaries in tokenizer training.
kap-morph-0526,literary,bamban,bamban,bamb,bamb+an,bamb | an,-an,suffixation,N/V,suffix=-an,medium,15,ring tete Abacan at [Bamban] Agyang ninu ya pang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0527,literary,bayaran,bayaran,bayar,bayar+an,bayar | an,-an,suffixation,N/V,suffix=-an,medium,15,hustisya Mekakapilan man utang [bayaran] ya king panga-utang na,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0528,literary,gagalgal,gagalgal,galgal,ga~galgal,ga~galgal,ga~,reduplication,V/ADJ,reduplicated_cv=ga; aspect_or_intensification,medium,15,Linkluk ya t nganang [gagalgal] minyabi Makademanda ku maginung,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0529,literary,inatulan,inatulan,natul,i+natul+an,i | natul | an,i-; -an,prefixation+suffixation,V/ADJ/N,prefix=i-; suffix=-an,medium,15,ding taung masama kaya [Inatulan] de pang taksil at,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0530,literary,kabilugan,kabilugan,bilug,ka+bilug+an,ka | bilug | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,15,magbalik ka kaku King [kabilugan] ning kakung pangatau Ing,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0531,literary,kalaganapan,kalaganapan,laganap,ka+laganap+an,ka | laganap | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,15,Inya matulid mung ing [kalaganapan] e dapat malasun King,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0532,literary,kapagalan,kapagalan,pagal,ka+pagal+an,ka | pagal | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,15,anti lang teterak alang [kapagalan] Isipan mu waring misan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0533,literary,kapainawan,kapainawan,painaw,ka+painaw+an,ka | painaw | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,15,luglan king labuad ning [kapainawan] O makananu na ke,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0534,literary,kealan,kealan,keal,keal+an,keal | an,-an,suffixation,N/V,suffix=-an,medium,15,Ing matinding danup at [kealan] tudtud pilan nang kabukas,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0535,literary,kimutan,kimutan,kimut,kimut+an,kimut | an,-an,suffixation,N/V,suffix=-an,medium,15,ning taung tanak Ing [kimutan] Katipunan mibibu ya at,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0536,religious,linipul,linipul,lipul,l+in+ipul,l | in | ipul,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,15,minalili la karela at [linipul] dala king arapan da,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0537,religious,magbili,magbili,bili,mag+bili,mag | bili,mag-,prefixation,V/ADJ/N,prefix=mag-,medium,15,sablang laman Genesis At [magbili] ya ing pinanari king,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0538,literary,makasulat,makasulat,sulat,maka+sulat,maka | sulat,maka-,prefixation,V/ADJ/N,prefix=maka-,medium,15,luguran mo kaybat nganing [makasulat] E miras king ayan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0539,literary,makibalu,makibalu,kibalu,ma+kibalu,ma | kibalu,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,15,Ya na pin mang [makibalu] king landas ning katimawan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0540,literary,makule,makule,kule,ma+kule,ma | kule,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,15,tetagan ding bunduk a [makule] Lalam na naing banuang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0541,literary,malambut,malambut,lambut,ma+lambut,ma | lambut,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,15,de lagu Pemalayawan deng [Malambut] a Pusu Kasi tagkilan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0542,literary,malungkut,malungkut,lungkut,ma+lungkut,ma | lungkut,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,15,e la mangapamulala Nandin [malungkut] yang mababalag a lua,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0543,religious,manganak,manganak,anak,mang+anak,mang | anak,mang-,prefixation,V/ADJ/N,prefix=mang-,medium,15,Oini kinagli ka at [manganak] kang metung a lalaki,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0544,literary,marangal,marangal,rangal,ma+rangal,ma | rangal,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,15,pasibayu Sampaga yap ala [Marangal] yang tau ANDRES BONIFACIO,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0545,literary,masipag,masipag,sipag,ma+sipag,ma | sipag,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,15,payapa Ding ortelanu mung [masipag] papalto king kabyayan malda,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0546,literary,matuling,matuling,tuling,ma+tuling,ma | tuling,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,15,tang metudtud king benging [matuling] King masayang abak Karin,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0547,religious,menalig,menalig,alig,men+alig,men | alig,men-,prefixation,V/ADJ/N,prefix=men-,medium,15,karinan king Benjamin uling [menalig] la karing mamabat a,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0548,literary,menatili,menatili,atili,men+atili,men | atili,men-,prefixation,V/ADJ/N,prefix=men-,medium,15,e na ikwang ayari [Menatili] yang malinis ala yang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0549,religious,mipanuanan,mipanuanan,mipanuan,mipanuan+an,mipanuan | an,-an,suffixation,N/V,suffix=-an,medium,15,keka isumpa ke at [mipanuanan] la king uli mu,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0550,literary,pagumasdan,pagumasdan,gumasd,pa+gumasd+an,pa | gumasd | an,pa- + -an,circumfixation,N/V,circumfix=pa-...-an,medium,15,namang masaya at mabsi [Pagumasdan] ye ing lakad ning,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0551,religious,pakakak,pakakak,kakak,pa+kakak,pa | kakak,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,15,tiniup yang metung a [pakakak] king karinan a bunduk-bundukan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0552,literary,pakibat,pakibat,kibat,pa+kibat,pa | kibat,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,15,lang tutu buntuk Mangalangimla [pakibat] mangataram la panasbuk Makananung,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0553,literary,paldas,paldas,ldas,pa+ldas,pa | ldas,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,15,pangimut ala nang inawa [Paldas] ing balitang meyakdak ya,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0554,literary,pamalsinta,pamalsinta,lsinta,pama+lsinta,pama | lsinta,pama-,prefixation,V/ADJ/N,prefix=pama-,medium,15,ku keka Ing kanakung [pamalsinta] E na kabud kasinglalam,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0555,literary,pamisip,pamisip,isip,pam+isip,pam | isip,pam-,prefixation,V/ADJ/N,prefix=pam-,medium,15,mayap a ibpa kingkakung [pamisip] E ya makamate at,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0556,literary,pampang,pampang,pang,pam+pang,pam | pang,pam-,prefixation,V/ADJ/N,prefix=pam-,medium,15,ya ing matua Ketang [pampang] a mabatu misubsub ya,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0557,literary,panenayan,panenayan,nenay,pa+nenay+an,pa | nenay | an,pa- + -an,circumfixation,N/V,circumfix=pa-...-an,medium,15,Inyang sumilip ne ing [panenayan] kung tumiman a abak,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0558,literary,paralaya,paralaya,ralaya,pa+ralaya,pa | ralaya,pa-,prefixation,V/ADJ/N,prefix=pa-,medium,15,angin a pangisnawa ning [Paralaya] inya indat dalawan ne,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0559,literary,penintun,penintun,nintun,pe+nintun,pe | nintun,pe-,prefixation,V/ADJ/N,prefix=pe-,medium,15,bye kung alang kapanayan [Penintun] kung tula King aliwang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0560,religious,pepalakuan,pepalakuan,palaku,pe+palaku+an,pe | palaku | an,pe-; -an,prefixation+suffixation,V/ADJ/N,prefix=pe-; suffix=-an,medium,15,Genesis Uli na nita [pepalakuan] neng GUINUNG Dios king,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0561,literary,pilipinas,pilipinas,lipinas,pi+lipinas,pi | lipinas,pi-,prefixation,V/ADJ/N,prefix=pi-,medium,15,king kalayan ning kapuluan [Pilipinas] Nung ngara dimut ya,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0562,literary,sasalikut,sasalikut,salikut,sa~salikut,sa~salikut,sa~,reduplication,V/ADJ,reduplicated_cv=sa; aspect_or_intensification,medium,15,na gugupit Nu mu [sasalikut] ing kekang akupit Kba,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0563,literary,sinira,sinira,sira,s+in+ira,s | in | ira,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,15,I Bonifacio e na [sinira] ing oras King sarili,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0564,literary,sumiping,sumiping,siping,s+um+iping,s | um | iping,-um-,infixation,V,infix=-um-; position=after_initial_consonant,medium,15,da neng lungub ban [sumiping] kang Mariya Kabud linub,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0565,religious,yuyutus,yuyutus,yutus,yu~yutus,yu~yutus,yu~,reduplication,V/ADJ,reduplicated_cv=yu; aspect_or_intensification,medium,15,karing keang kautusan a [yuyutus] ku keka king aldo,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0566,literary,dasnan,dasnan,dasn,dasn+an,dasn | an,-an,suffixation,N/V,suffix=-an,medium,14,nong luguran ding sese [dasnan] na King baryu Paraisa,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0567,literary,degulan,degulan,degul,degul+an,degul | an,-an,suffixation,N/V,suffix=-an,medium,14,sana Anting peka-simbul ketang [degulan] na Ning keya lakuan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0568,literary,dumpa,dumpa,dpa,d+um+pa,d | um | pa,-um-,infixation,V,infix=-um-; position=after_initial_consonant,medium,14,Mariposang sudui magnasa lang [dumpa] Ban sangap king likas,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0569,literary,gugulutan,gugulutan,gulut,gu~gulut+an,gu~gulut | an,gu~; -an,reduplication+suffixation,V/ADJ,reduplicated_cv=gu; aspect_or_intensification; suffix=-an,medium,14,At itang dalumdum yang [gugulutan] da E re lalawan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0570,religious,haran,haran,har,har+an,har | an,-an,suffixation,N/V,suffix=-an,medium,14,i Nahor at i [Haran] And Terah lived seventy,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0571,literary,kabilyan,kabilyan,bily,ka+bily+an,ka | bily | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,14,Bakit mipakanyan ing kekang [kabilyan] BAlen kung malugud Sundang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0572,literary,kaburian,kaburian,buri,ka+buri+an,ka | buri | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,14,kabud mipanintuan buri Mekad [kaburian] na king ing taung,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0573,literary,kamulangan,kamulangan,mulang,ka+mulang+an,ka | mulang | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,14,tsonggung mistula Ing pamaglinlang [kamulangan] amponing pamagpasasa Atiyu karela,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0574,religious,kapalaluan,kapalaluan,palalu,ka+palalu+an,ka | palalu | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,14,ing tau a darapat [kapalaluan] king e pamakiramdam king,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0575,religious,kapatagan,kapatagan,patag,ka+patag+an,ka | patag | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,14,king aslagan mekakit lang [kapatagan] king gabun na ning,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0576,literary,katungkulan,katungkulan,tungkul,ka+tungkul+an,ka | tungkul | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,14,supreme Mipuk ya king [katungkulan] anting Panlub a Ministro,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0577,religious,kawakasan,kawakasan,wakas,ka+wakas+an,ka | wakas | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,14,na kang Noe Ing [kawakasan] na ning anggang laman,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0578,literary,kayaldawan,kayaldawan,yaldaw,ka+yaldaw+an,ka | yaldaw | an,ka- + -an,circumfixation,N/V,circumfix=ka-...-an,medium,14,king ligaya Uling iting [kayaldawan] aldo me ping beytan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0579,literary,kumabsi,kumabsi,kabsi,k+um+absi,k | um | absi,-um-,infixation,V,infix=-um-; position=after_initial_consonant,medium,14,Ing buri tang kanan [kumabsi] tamumu Atin nang palukluk,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0580,literary,lalapit,lalapit,lapit,la~lapit,la~lapit,la~,reduplication,V/ADJ,reduplicated_cv=la; aspect_or_intensification,medium,14,yagkat nana kung paynawa [Lalapit] yang alang imik ing,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0581,religious,lasakan,lasakan,lasak,lasak+an,lasak | an,-an,suffixation,N/V,suffix=-an,medium,14,makanian kang makiutus karela [lasakan] mula ding karelang altares,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0582,literary,linaban,linaban,laban,l+in+aban,l | in | aban,-in-,infixation,V,infix=-in-; position=after_initial_consonant,medium,14,O bat ela mekilaban [Linaban] la ding sundalus O,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0583,literary,lumbe,lumbe,lbe,l+um+be,l | um | be,-um-,infixation,V,infix=-um-; position=after_initial_consonant,medium,14,mo waring panaplak king [lumbe] Inya aldo t bengi,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0584,literary,mabilis,mabilis,bilis,ma+bilis,ma | bilis,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,14,ning bulung takpan neng [mabilis] Yapag ne king dulang,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0585,literary,magaral,magaral,aral,mag+aral,mag | aral,mag-,prefixation,V/ADJ/N,prefix=mag-,medium,14,nang maglame Manyaliksik at [magaral] king miyayaliwang bague At,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0586,literary,malagwa,malagwa,lagwa,ma+lagwa,ma | lagwa,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,14,bye ding kakung kalaban [Malagwa] t salita kanaku binye,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0587,literary,malangi,malangi,langi,ma+langi,ma | langi,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,14,king sanga Sanga yang [malangi] tang digpanan na Inya,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
kap-morph-0588,literary,malino,malino,lino,ma+lino,ma | lino,ma-,prefixation,V/ADJ/N,prefix=ma-,medium,14,kabud nya mapawi Yang [malino] batis payapang mamagus Bandyan,Rule-based candidate from thesis affix inventory; review against native-speaker judgment/Forman or Del Corro lexicon for gold training.
