id,surface,normalized,root,morph_segments,affixes,process,original_confidence,reconstruction_ok,root_in_v2_lexicon,root_in_secondary_lexicon,reconciliation_root_tier,affix_recognized,in_known_function_word_list,reconciliation_conflict,reconciliation_conflict_reason,tier
kap-morph-0555,pamisip,pamisip,isip,pam+isip,pam-,prefixation,medium,True,True,True,strong,True,False,True,"existing v2/v4 analysis already accepts root 'MISIP' (segments 'PA + MISIP') for this exact surface, not 'isip'",F_conflicts_with_reconciliation_evidence
kap-morph-0556,pampang,pampang,pang,pam+pang,pam-,prefixation,medium,True,True,False,strong,True,False,False,,A_strong_silver
kap-morph-0557,panenayan,panenayan,nenay,pa+nenay+an,pa- + -an,circumfixation,medium,True,False,False,none,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0558,paralaya,paralaya,ralaya,pa+ralaya,pa-,prefixation,medium,True,False,False,none,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0559,penintun,penintun,nintun,pe+nintun,pe-,prefixation,medium,True,False,False,none,False,False,False,,C_weak_needs_review
kap-morph-0560,pepalakuan,pepalakuan,palaku,pe+palaku+an,pe-; -an,prefixation+suffixation,medium,True,False,False,none,False,False,False,,C_weak_needs_review
kap-morph-0561,pilipinas,pilipinas,lipinas,pi+lipinas,pi-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0562,sasalikut,sasalikut,salikut,sa~salikut,sa~,reduplication,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0563,sinira,sinira,sira,s+in+ira,-in-,infixation,medium,True,False,True,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0564,sumiping,sumiping,siping,s+um+iping,-um-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0565,yuyutus,yuyutus,yutus,yu~yutus,yu~,reduplication,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0566,dasnan,dasnan,dasn,dasn+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0567,degulan,degulan,degul,degul+an,-an,suffixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0568,dumpa,dumpa,dpa,d+um+pa,-um-,infixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0569,gugulutan,gugulutan,gulut,gu~gulut+an,gu~; -an,reduplication+suffixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0570,haran,haran,har,har+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0571,kabilyan,kabilyan,bily,ka+bily+an,ka- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0572,kaburian,kaburian,buri,ka+buri+an,ka- + -an,circumfixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0573,kamulangan,kamulangan,mulang,ka+mulang+an,ka- + -an,circumfixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0574,kapalaluan,kapalaluan,palalu,ka+palalu+an,ka- + -an,circumfixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0575,kapatagan,kapatagan,patag,ka+patag+an,ka- + -an,circumfixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0576,katungkulan,katungkulan,tungkul,ka+tungkul+an,ka- + -an,circumfixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0577,kawakasan,kawakasan,wakas,ka+wakas+an,ka- + -an,circumfixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0578,kayaldawan,kayaldawan,yaldaw,ka+yaldaw+an,ka- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0579,kumabsi,kumabsi,kabsi,k+um+absi,-um-,infixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0580,lalapit,lalapit,lapit,la~lapit,la~,reduplication,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0581,lasakan,lasakan,lasak,lasak+an,-an,suffixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0582,linaban,linaban,laban,l+in+aban,-in-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0583,lumbe,lumbe,lbe,l+um+be,-um-,infixation,medium,True,False,False,none,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0584,mabilis,mabilis,bilis,ma+bilis,ma-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0585,magaral,magaral,aral,mag+aral,mag-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0586,malagwa,malagwa,lagwa,ma+lagwa,ma-,prefixation,medium,True,False,False,none,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0587,malangi,malangi,langi,ma+langi,ma-,prefixation,medium,True,False,True,strong,True,False,False,,A_strong_silver
kap-morph-0588,malino,malino,lino,ma+lino,ma-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0589,mamamate,mamamate,mamate,ma~mamate,ma~,reduplication,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0590,mangamate,mangamate,amate,mang+amate,mang-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0591,maniabing,maniabing,iabing,man+iabing,man-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0592,maninap,maninap,inap,man+inap,man-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0593,manyawad,manyawad,yawad,man+yawad,man-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0594,mapait,mapait,pait,ma+pait,ma-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0595,mayubu,mayubu,yubu,ma+yubu,ma-,prefixation,medium,True,True,False,strong,True,False,False,,A_strong_silver
kap-morph-0596,migising,migising,ising,mig+ising,mig-,prefixation,medium,True,False,False,strong,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0597,minyabi,minyabi,myabi,m+in+yabi,-in-,infixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0598,nining,nining,ning,n+in+ing,-in-,infixation,medium,True,True,False,strong,True,False,False,,A_strong_silver
kap-morph-0599,pamanalangsang,pamanalangsang,nalangsang,pama+nalangsang,pama-,prefixation,medium,True,False,False,none,False,False,False,,C_weak_needs_review
kap-morph-0600,pamilya,pamilya,ilya,pam+ilya,pam-,prefixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0601,pangaku,pangaku,gaku,pan+gaku,pan-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0602,pangaras,pangaras,aras,pang+aras,pang-,prefixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0603,pasibayung,pasibayung,sibayung,pa+sibayung,pa-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0604,patawad,patawad,tawad,pa+tawad,pa-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0605,personang,personang,rsonang,pe+rsonang,pe-,prefixation,medium,True,False,False,none,False,False,False,,C_weak_needs_review
kap-morph-0606,pibandyan,pibandyan,bandy,pi+bandy+an,pi-; -an,prefixation+suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0607,sasalpantaya,sasalpantaya,salpantaya,sa~salpantaya,sa~,reduplication,medium,True,False,True,strong,True,False,False,,A_strong_silver
kap-morph-0608,sumakup,sumakup,sakup,s+um+akup,-um-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0609,talan,talan,tal,tal+an,-an,suffixation,medium,True,False,False,strong,True,False,False,,A_strong_silver
kap-morph-0610,telanan,telanan,telan,telan+an,-an,suffixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0611,uvasan,uvasan,uvas,uvas+an,-an,suffixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0612,akalingwan,akalingwan,akalingw,akalingw+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0613,albugan,albugan,albug,albug+an,-an,suffixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0614,atbusan,atbusan,atbus,atbus+an,-an,suffixation,medium,True,True,True,none,True,False,False,,A_strong_silver
kap-morph-0615,bebe,bebe,be,be~be,be~,reduplication,medium,True,False,True,strong,True,False,False,,A_strong_silver
kap-morph-0616,camatayan,camatayan,camatay,camatay+an,-an,suffixation,medium,True,False,False,none,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0617,dumalan,dumalan,dalan,d+um+alan,-um-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0618,gagalang,gagalang,galang,ga~galang,ga~,reduplication,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0619,gagawa,gagawa,gawa,ga~gawa,ga~,reduplication,medium,True,False,True,strong,True,False,False,,A_strong_silver
kap-morph-0620,ipaintulut,ipaintulut,intulut,ipa+intulut,ipa-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0621,kabengian,kabengian,bengi,ka+bengi+an,ka- + -an,circumfixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0622,kibkuban,kibkuban,kibkub,kibkub+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0623,kinaul,kinaul,kaul,k+in+aul,-in-,infixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0624,kundiman,kundiman,kundim,kundim+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0625,kwayan,kwayan,kway,kway+an,-an,suffixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0626,lakwan,lakwan,lakw,lakw+an,-an,suffixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0627,likuan,likuan,liku,liku+an,-an,suffixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0628,maestro,maestro,estro,ma+estro,ma-,prefixation,medium,True,False,False,none,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0629,magari,magari,gari,ma+gari,ma-,prefixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0630,makalangan,makalangan,lang,maka+lang+an,maka-; -an,prefixation+suffixation,medium,True,False,False,weak,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0631,makalunus,makalunus,lunus,maka+lunus,maka-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0632,makasalikut,makasalikut,salikut,maka+salikut,maka-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0633,mamintu,mamintu,intu,mam+intu,mam-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0634,manaliwang,manaliwang,aliwang,man+aliwang,man-,prefixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0635,manyad,manyad,nyad,ma+nyad,ma-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0636,mapinu,mapinu,pinu,ma+pinu,ma-,prefixation,medium,True,True,False,strong,True,False,False,,A_strong_silver
kap-morph-0637,masala,masala,sala,ma+sala,ma-,prefixation,medium,True,False,True,strong,True,False,False,,A_strong_silver
kap-morph-0638,masquil,masquil,squil,ma+squil,ma-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0639,mayakit,mayakit,yakit,ma+yakit,ma-,prefixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0640,menalakad,menalakad,alakad,men+alakad,men-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0641,meninap,meninap,inap,men+inap,men-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0642,migdala,migdala,dala,mig+dala,mig-,prefixation,medium,True,True,True,strong,True,False,False,,A_strong_silver
kap-morph-0643,mirinan,mirinan,mirin,mirin+an,-an,suffixation,medium,True,False,False,weak,True,False,False,,B_moderate_silver
kap-morph-0644,pangaligtas,pangaligtas,ligtas,panga+ligtas,panga-,prefixation,medium,True,True,False,strong,True,False,False,,A_strong_silver
kap-morph-0645,parusa,parusa,rusa,pa+rusa,pa-,prefixation,medium,True,False,False,none,True,False,True,reconciliation found this exact surface independently attested as its own dictionary headword with no source evidence supporting further decomposition (do_not_promote_without_root_evidence),F_conflicts_with_reconciliation_evidence
kap-morph-0646,pasiknangan,pasiknangan,siknang,pa+siknang+an,pa- + -an,circumfixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0647,patutut,patutut,tutut,pa+tutut,pa-,prefixation,medium,True,False,False,none,True,False,False,,B_moderate_silver
kap-morph-0648,pengaku,pengaku,ngaku,pe+ngaku,pe-,prefixation,medium,True,True,False,weak,False,False,False,,C_weak_needs_review
kap-morph-0649,pepabal,pepabal,pabal,pe+pabal,pe-,prefixation,medium,True,False,False,weak,False,False,False,,C_weak_needs_review
kap-morph-0650,pepakan,pepakan,pakan,pe+pakan,pe-,prefixation,medium,True,False,False,weak,False,False,False,,C_weak_needs_review
