id,batch,kapampangan,filipino,correct,comment
rv_1098,7 - AI-generated (Gemini conversational/news; needs review),Kabud ku pa mengan tanghali nang dinatang ing bisita.,Kakakain ko lang ng tanghalian nang dumating ang bisita.,,
rv_1099,7 - AI-generated (Gemini conversational/news; needs review),E ku atandanan nung nukarin ke inabili ing salamin ku.,Hindi ko maaalala kung saan ko nailagay ang aking salamin.,,
rv_1100,7 - AI-generated (Gemini conversational/news; needs review),Ing proyektong gewa tamu ketang metung a duminggu na-approban ne ning boss.,Ang proyektong ginawa natin noong nakaraang linggo ay naapprobahanan na ng boss.,,
rv_1101,7 - AI-generated (Gemini conversational/news; needs review),"Kaibat nang mininum gamut, nakaramdam yang kabawasan.","Matapos niyang makainom ng gamot, nakaramdam siya ng ginhawa.",,
rv_1102,7 - AI-generated (Gemini conversational/news; needs review),Obakit e ka pa rin magpadala mensahe king keka mong pamilya?,Bakit hindi ka pa rin nagpapadala ng mensahe sa iyong pamilya?,,
rv_1103,7 - AI-generated (Gemini conversational/news; needs review),Isalikut mu ring babasaging basu ba silang e mabasa kareng anak.,Itago mo ang mga babasaging baso para hindi mabasag ng mga bata.,,
rv_1104,7 - AI-generated (Gemini conversational/news; needs review),Ninu ing lalaking makatalakad king lele ning pasbul?,Sino ang lalaking nakatayo sa tabi ng pintuan?,,
rv_1105,7 - AI-generated (Gemini conversational/news; needs review),Alang ninuman ing makabalu nung kapilan mayari ing kumpuni king dalan.,Walang sinuman ang nakakaalam kung kailan matatapos ang kumpuni sa kalye.,,
rv_1106,7 - AI-generated (Gemini conversational/news; needs review),Mas mabilis yang maglakad i Pedro kaysa kay Juan uling kayaba ring binti na.,Mas mabilis maglakad si Pedro kaysa kay Juan dahil mahaba ang kanyang binti.,,
rv_1107,7 - AI-generated (Gemini conversational/news; needs review),E pa nabayaran ing bill king kuryente inya naputulan silang sulu.,Hindi pa nababayaran ang bill sa kuryente kaya naputulan sila ng ilaw.,,
rv_1108,7 - AI-generated (Gemini conversational/news; needs review),Ing kompyuter a gagamitan ku king obra mabilis ya at bayu.,Ang kompyuter na ginagamit ko sa trabaho ay mabilis at bago.,,
rv_1109,7 - AI-generated (Gemini conversational/news; needs review),Ali ka lulumwal king bale kabang e pa titila ing uran.,Huwag kang lalabas ng bahay habang hindi pa tumitila ang ulan.,,
rv_1110,7 - AI-generated (Gemini conversational/news; needs review),Magaral yang Ingles aldo-aldo ba yang makapanintun magandang obra.,Nag-aaral siya ng Ingles araw-araw upang makahanap ng magandang trabaho.,,
rv_1111,7 - AI-generated (Gemini conversational/news; needs review),Dakal a taung maghintay king kilwal ning bangko bayu pa ya mambukas.,Maraming taong naghihintay sa labas ng bangko bago pa ito magbukas.,,
rv_1112,7 - AI-generated (Gemini conversational/news; needs review),E ku atanggap ing inaluk dang sweldo uling masyadong mababa.,Hindi ko matanggap ang inalok nilang sweldo dahil masyadong mababa.,,
rv_1113,7 - AI-generated (Gemini conversational/news; needs review),Ninu-ninu ring kayabe mung munta king palengke bukas king abak?,Sino-sino ang mga kasama mong pupunta sa palengke bukas ng umaga?,,
rv_1114,7 - AI-generated (Gemini conversational/news; needs review),Inutos ning doktor a mininum siyang dakal a danum aldo-aldo.,Ipinag-utos ng doktor na uminom siya ng maraming tubig araw-araw.,,
rv_1115,7 - AI-generated (Gemini conversational/news; needs review),Alang makapigil kekaming magkakaluguran a matupad ing kekaming pangarap.,Walang makakapigil sa aming magkaibigan na matupad ang aming mga pangarap.,,
rv_1116,7 - AI-generated (Gemini conversational/news; needs review),Binuksan ku ing radyo ba kung makiramdam balita tungkol king bagyo.,Binuksan ko ang radyo upang makinig ng balita tungkol sa bagyo.,,
rv_1117,7 - AI-generated (Gemini conversational/news; needs review),"Nung e ka mag-ingat, baka mawala ing pitaka mu.","Kung hindi ka mag-iingat, baka mawala ang iyong pitaka.",,
rv_1118,7 - AI-generated (Gemini conversational/news; needs review),E pa rin daratang ing inorder kung kakanan ibat king restawran.,Hindi pa rin nakakarating ang inorder kong pagkain mula sa restawran.,,
rv_1119,7 - AI-generated (Gemini conversational/news; needs review),"Kaibat maglinis plato, manalon yang telebisyon king sala.","Matapos maghugas ng plato, nanood siya ng telebisyon sa sala.",,
rv_1120,7 - AI-generated (Gemini conversational/news; needs review),Isanung sapatos ing gagamitan mu para king kasal king Sabado?,Aling sapatos ang gagamitin mo para sa kasal sa Sabado?,,
rv_1121,7 - AI-generated (Gemini conversational/news; needs review),Bisa kaming magpasalamat king sablang minabut tulong.,Nais naming magpasalamat sa lahat ng nag-abot ng tulong.,,
rv_1122,7 - AI-generated (Gemini conversational/news; needs review),Ali mu ipagkalat ing secret a ipinagkatiwala ku keka.,Huwag mong ipagkalat ang lihim na ipinagkatiwala ko sa iyo.,,
rv_1123,7 - AI-generated (Gemini conversational/news; needs review),"Kabang magluto ya i Inda, mag-ayos naman ing lamesa i Tata.","Habang nagluluto si Nanay, nag-aayos naman ng hapag-kainan si Tatay.",,
rv_1124,7 - AI-generated (Gemini conversational/news; needs review),E kami na nakapanood sine uling naubusan na ng tiket.,Hindi na kami nakapanood ng sine dahil naubusan na ng tiket.,,
rv_1125,7 - AI-generated (Gemini conversational/news; needs review),Atin kung ikit a asung gala a maglakad king arapan ning kekaming gate.,May nakita akong asong gala na naglalakad sa harap ng aming gate.,,
rv_1126,7 - AI-generated (Gemini conversational/news; needs review),"Nung bisitahan mu kami king Linggo, ipagluto daka ng paborito mung ulam.","Kung bibisitahin mo kami sa Linggo, ipagluluto kita ng paborito mong ulam.",,
rv_1127,7 - AI-generated (Gemini conversational/news; needs review),E tamu pwedeng balewalain ing payu ring kekatamung pengari.,Hindi natin pwedeng balewalain ang payo ng ating mga magulang.,,
rv_1128,7 - AI-generated (Gemini conversational/news; needs review),Ing librung iniram ku king aklatan kailangang isubli bukas.,Ang librong hiram ko sa aklatan ay kailangang isauli bukas.,,
rv_1129,7 - AI-generated (Gemini conversational/news; needs review),"Bayu mayari ing banwa, nagplano silang maglakbay king aliwang bansa.","Bago matapos ang taon, nagplano silang maglakbay sa ibang bansa.",,
rv_1130,7 - AI-generated (Gemini conversational/news; needs review),Obakit e me tinanggap ing aus ibat king bangko kanian abak?,Bakit hindi mo tinanggap ang tawag mula sa bangko kaninang umaga?,,
rv_1131,7 - AI-generated (Gemini conversational/news; needs review),"Sa tuwing muran, magluto ya i Apu ng mapaling sopas para kekami.","Sa tuwing umuulan, nagluluto si Lola ng mainit na sopas para sa amin.",,
rv_1132,7 - AI-generated (Gemini conversational/news; needs review),Ala nang natagung kakanan king lamesa uling mengan na ring sabla.,Wala nang natirang pagkain sa mesa dahil kumain na ang lahat.,,
rv_1133,7 - AI-generated (Gemini conversational/news; needs review),"Agyang nanung kasakit ing pagsusulit, subukan ke pa rin ipasa.","Kahit gaano kahirap ang pagsusulit, susubukan ko pa ring ipasa ito.",,
rv_1134,7 - AI-generated (Gemini conversational/news; needs review),Ipinasara ning kapitan ing dalan ba lang iwasan ring aksidente.,Ipinasara ng kapitan ang kalsada upang iwasan ang aksidente.,,
rv_1135,7 - AI-generated (Gemini conversational/news; needs review),Mas bisa kung mininum tsaa kaysa magkape potang bengi.,Mas gusto kong uminom ng tsaa kaysa magkape kapag gabi.,,
rv_1136,7 - AI-generated (Gemini conversational/news; needs review),Ali mu tatalanan ing kalan uling mapali ya pa.,Huwag mong hawakan ang kalan dahil mainit pa ito.,,
rv_1137,7 - AI-generated (Gemini conversational/news; needs review),Atin kung ikit a magandang sapatos pero ala kung sapat a pera.,May nakita akong magandang sapatos pero wala akong sapat na pera.,,
rv_1138,7 - AI-generated (Gemini conversational/news; needs review),"Bayu ka munta king tindahan, gawan mu pa nung nanu ing kulang.","Bago ka pumunta sa tindahan, tingnan mo muna kung ano ang kulang.",,
rv_1139,7 - AI-generated (Gemini conversational/news; needs review),E ku namalayan a nakatutok na pala ing camera kanaku.,Hindi ko namalayan na nakatutok na pala ang camera sa akin.,,
rv_1140,7 - AI-generated (Gemini conversational/news; needs review),Ninu-ninu ring imbitado king keburitan ning kapatad mu king Linggo?,Sinu-sino ang mga imbitado sa kaarawan ng iyong kapatid sa Linggo?,,
rv_1141,7 - AI-generated (Gemini conversational/news; needs review),Kailangan mung magpahinga nang mayap ba ka gumaling agad.,Kailangan mong magpahinga nang maayos upang gumaling ka agad.,,
rv_1142,7 - AI-generated (Gemini conversational/news; needs review),Ring anak a maglaro king dalan inaus la ning karelang ima.,Ang mga batang naglalaro sa kalye ay tinawag ng kanilang ina.,,
rv_1143,7 - AI-generated (Gemini conversational/news; needs review),"Kaibat kung maglinis kotse, maglinis naman kung kwarto.","Pagkatapos kong maghugas ng kotse, naglinis naman ako ng kwarto.",,
rv_1144,7 - AI-generated (Gemini conversational/news; needs review),"Nung e sumikan ing uran, tuloy pa rin ing biyahe tamu.","Kung hindi lalakas ang ulan, tutuloy pa rin ang ating biyahe.",,
rv_1145,7 - AI-generated (Gemini conversational/news; needs review),E pa rin mayari ning tindero ing mag-ayos kareng paninda.,Hindi pa rin natatapos ng tindero ang pag-aayos ng mga paninda.,,
rv_1146,7 - AI-generated (Gemini conversational/news; needs review),Nukarin la ring dokumentong kailangan tamung pirmaan ngening gatpanapun?,Nasaan ang mga dokumentong kailangan nating lagdaan ngayong hapon?,,
rv_1147,7 - AI-generated (Gemini conversational/news; needs review),Ali ka mag-alala uling sopalan daka king keka mong takdang-aralin.,Huwag kang mag-alala dahil tutulungan kita sa iyong takdang-aralin.,,
rv_1148,7 - AI-generated (Gemini conversational/news; needs review),Ila ring nagdala ng manyaman a kakanan para king salo-salo tamu.,Sila ang nagdala ng masarap na pagkain para sa ating salo-salo.,,
rv_1149,7 - AI-generated (Gemini conversational/news; needs review),Baka e ku makakayabe king panonood sine king Sabado.,Baka hindi ako makasama sa panonood ng sine sa Sabado.,,
rv_1150,7 - AI-generated (Gemini conversational/news; needs review),Ing pusa a makakera king sofa mataba ya at matudtud.,Ang pusa na nakahiga sa sofa ay napakataba at matulugin.,,
rv_1151,7 - AI-generated (Gemini conversational/news; needs review),"Bayu tamu magsimula, pakipatda mu pa ing kekayong cellphone.","Bago tayo magsimula, pakipatay muna ang inyong mga cellphone.",,
rv_1152,7 - AI-generated (Gemini conversational/news; needs review),Alang makakilala king lalaking linub king opisina kanian.,Walang nakakakilala sa lalaking pumasok sa opisina kanina.,,
rv_1153,7 - AI-generated (Gemini conversational/news; needs review),"Nung magaral kang mayap, tiyak a makapasa ka king eksamen.","Kung mag-aaral kang mabuti, tiyak na makakapasa ka sa eksamen.",,
rv_1154,7 - AI-generated (Gemini conversational/news; needs review),E ku maibye ing hiningi mu uling ala ku kanini.,Hindi ko maibibigay ang hiningi mo dahil wala ako nito.,,
rv_1155,7 - AI-generated (Gemini conversational/news; needs review),"Kabang maghintay bus, magbasa ya i Ana ng libro king phone na.","Habang naghihintay ng bus, nagbabasa si Ana ng libro sa kanyang phone.",,
rv_1156,7 - AI-generated (Gemini conversational/news; needs review),Ninu ing meg-wan ng basung danum king babaw ning laptop?,Sino ang nag-iwan ng baso ng tubig sa ibabaw ng laptop?,,
rv_1157,7 - AI-generated (Gemini conversational/news; needs review),Ipinagluto kami ni Inda ng paborito ming meryenda panaktak mi.,Ipinagluto kami ni Nanay ng paborito naming meryenda pagdating namin.,,
rv_1158,7 - AI-generated (Gemini conversational/news; needs review),Mas maganda ing tanawin keni kaysa king kabilang bundok.,Mas maganda ang tanawin dito kaysa sa kabilang bundok.,,
rv_1159,7 - AI-generated (Gemini conversational/news; needs review),Ali mu kakalingwan magdala ng pambayad king kuryente bukas.,Huwag mong kalimutang magdala ng pambayad sa kuryente bukas.,,
rv_1160,7 - AI-generated (Gemini conversational/news; needs review),E pa sasagot ing kliyente king email a ipinadala ku nabang bengi.,Hindi pa sumasagot ang kliyente sa email na ipinadala ko kagabi.,,
rv_1161,7 - AI-generated (Gemini conversational/news; needs review),"Kaibat nang akua ing lisensya na, sinali agad yang motor.","Matapos niyang makuha ang kanyang lisensya, bumili agad siya ng motor.",,
rv_1162,7 - AI-generated (Gemini conversational/news; needs review),Nukarin mung bisang mangan apunan kaibat ning obra?,Saan mo gustong kumain ng hapunan pagkatapos ng trabaho?,,
rv_1163,7 - AI-generated (Gemini conversational/news; needs review),Alang masyadong tau king mall uling maaga pa.,Walang masyadong tao sa mall dahil maaga pa.,,
rv_1164,7 - AI-generated (Gemini conversational/news; needs review),Ring imalan a ini para kareng naapektuhan ning bagyo.,Ang mga damit na ito ay para sa mga naapektuhan ng bagyo.,,
rv_1165,7 - AI-generated (Gemini conversational/news; needs review),E tamu matayari ing obra nung e tamu magtulungan.,Hindi natin matatapos ang gawain kung hindi tayo magtutulungan.,,
rv_1166,7 - AI-generated (Gemini conversational/news; needs review),Obakit e ka pa magsalita king manager mu tungkol king sweldo?,Bakit hindi ka pa nakikipag-usap sa iyong manager tungkol sa sweldo?,,
rv_1167,7 - AI-generated (Gemini conversational/news; needs review),"Bayu lumub king opisina, kailangang magpa-temperature check ing sabla.","Bago pumasok sa opisina, kailangang magpa-temperature check ang lahat.",,
rv_1168,7 - AI-generated (Gemini conversational/news; needs review),Dakal a manyaman a kakanan king lele ning kekaming eskwelahan.,Maraming masasarap na kainan sa tabi ng aming eskwelahan.,,
rv_1169,7 - AI-generated (Gemini conversational/news; needs review),Ali mu lalewan ing anak nang alang kayabe king bale.,Huwag mong iiwanan ang bata nang walang kasama sa bahay.,,
rv_1170,7 - AI-generated (Gemini conversational/news; needs review),Ipinagpaliban ing laro uling king masikan a uran at angin.,Ipinagpaliban ang laro dahil sa malakas na ulan at hangin.,,
rv_1171,7 - AI-generated (Gemini conversational/news; needs review),"Agyang bengi na, maglakad ya pa rin pauli ibat king obra.","Kahit na gabi na, naglalakad pa rin siya pauwi galing sa trabaho.",,
rv_1172,7 - AI-generated (Gemini conversational/news; needs review),Ninu ing nagpadala keka ng magandang bulaklak a yan?,Sino ang nagpadala sa iyo ng magagandang bulaklak na iyan?,,
rv_1173,7 - AI-generated (Gemini conversational/news; needs review),"Nung ayari tamu ini agad, makapanood tamung sine pota.","Kung matatapos natin ito agad, makakapanood tayo ng sine mamaya.",,
rv_1174,7 - AI-generated (Gemini conversational/news; needs review),Ring librung ini kailangang isubli king aklatan bayu mag-Biyernes.,Ang mga librong ito ay kailangang ibalik sa aklatan bago mag-Biyernes.,,
rv_1175,7 - AI-generated (Gemini conversational/news; needs review),E ku napanood ing tawling dake ning sine uling mekatudtud ku.,Hindi ko napanood ang huling bahagi ng sine dahil nakatulog ako.,,
rv_1176,7 - AI-generated (Gemini conversational/news; needs review),Subukan mung buksan pasibayu ing laptop kaibat mung i-charge ng apulung minuto.,Subukang buksan uli ang laptop pagkatapos mong i-charge nang sampung minuto.,,
rv_1177,7 - AI-generated (Gemini conversational/news; needs review),Ninu ing tinawag keka kabang magmaneho ka?,Sino ang tumawag sa iyo habang nagmamaneho ka?,,
rv_1178,7 - AI-generated (Gemini conversational/news; needs review),Baka e daratang ing parcel ngening aldo uling muran.,Baka hindi dumating ang parcel ngayong araw dahil umuulan.,,
rv_1179,7 - AI-generated (Gemini conversational/news; needs review),Ing gamut a inireseta ning doktor kailangang inuman kaibat mangan.,Ang gamot na inireseta ng doktor ay kailangang inumin pagkatapos kumain.,,
rv_1180,7 - AI-generated (Gemini conversational/news; needs review),Alang signal ing cellphone ku inya e daka ma-text.,Walang signal ang cellphone ko kaya hindi kita ma-text.,,
rv_1181,7 - AI-generated (Gemini conversational/news; needs review),Mas mayap nung magdala kang payung ba ka e mabasa.,Mas maganda kung magdadala ka ng payong para hindi ka mabasa.,,
rv_1182,7 - AI-generated (Gemini conversational/news; needs review),Kapilan mu isubli ing librung iniram mu kanaku?,Kailan mo ibabalik ang librong hiniram mo sa akin?,,
rv_1183,7 - AI-generated (Gemini conversational/news; needs review),E pa nakakabit ing bayung Wi-Fi king kekaming bale.,Hindi pa nakakabit ang bagong Wi-Fi sa aming bahay.,,
rv_1184,7 - AI-generated (Gemini conversational/news; needs review),"Kabang maghintay kaming jeep, mengan kami pa ng meryenda.","Habang naghihintay kami ng jeep, kumain muna kami ng meryenda.",,
rv_1185,7 - AI-generated (Gemini conversational/news; needs review),Ipinasa ne ing report bayu ing deadline agyang dakal ya gawan.,Ipinasa niya ang report bago ang deadline kahit marami siyang ginagawa.,,
rv_1186,7 - AI-generated (Gemini conversational/news; needs review),Atin meg-wan ng basung kape king lele ning keyboard.,May nag-iwan ng baso ng kape sa tabi ng keyboard.,,
rv_1187,7 - AI-generated (Gemini conversational/news; needs review),Ali mu kakalingwan i-lock ing pasbul bayu ka matudtud.,Huwag mong kalimutang i-lock ang pinto bago ka matulog.,,
rv_1188,7 - AI-generated (Gemini conversational/news; needs review),"Nung atin kang oras ngening gatpanapun, pwede daka bang kausap?","Kung may oras ka ngayong hapon, pwede ba kitang makausap?",,
rv_1189,7 - AI-generated (Gemini conversational/news; needs review),Ing restawran a pinakainan tamu ketang metung a duminggu makasara ne.,Ang restawran na pinakainan natin noong isang linggo ay sarado na.,,
rv_1190,7 - AI-generated (Gemini conversational/news; needs review),E ku makamunta king party uling kailangan kung mag-alaga king kapatad ku.,Hindi ako makakapunta sa party dahil kailangan kong mag-alaga ng kapatid ko.,,
rv_1191,7 - AI-generated (Gemini conversational/news; needs review),"Kaibat maglinis kwarto, megaral ya agad para king pagsusulit.","Pagkatapos maglinis ng kwarto, nag-aral agad siya para sa pagsusulit.",,
rv_1192,7 - AI-generated (Gemini conversational/news; needs review),Dakal a taung pumila ba silang sali ng bayung model ning phone.,Maraming taong pumila para bumili ng bagong model ng phone.,,
rv_1193,7 - AI-generated (Gemini conversational/news; needs review),"Ali ka mag-alala, e ku sabyan agyang kaninu ing sinabi mu.","Huwag kang mag-alala, hindi ko sasabihin kahit kanino ang sinabi mo.",,
rv_1194,7 - AI-generated (Gemini conversational/news; needs review),"Nung makatanggap kung maaga, ihanda ku ring gagamitan king meeting.","Kung makakarating ako nang maaga, ihahanda ko ang mga gagamitin sa meeting.",,
rv_1195,7 - AI-generated (Gemini conversational/news; needs review),E mi kayang ayari ing sablang obra nang mag-isa mu.,Hindi namin kayang tapusin ang lahat ng trabaho nang mag-isa lang.,,
rv_1196,7 - AI-generated (Gemini conversational/news; needs review),Obakit e ka pa magpalit ng imalan kaibat mung mag-ehersisyo?,Bakit hindi ka pa nagpapalit ng damit pagkatapos mong mag-ehersisyo?,,
rv_1197,7 - AI-generated (Gemini conversational/news; needs review),Ing gurong magturo ng Matematika mabait ya sadyang-sadya kareng estudyante.,Ang guro na nagtuturo ng Matematika ay napakamabait sa mga mag-aaral.,,
rv_1198,7 - AI-generated (Gemini conversational/news; needs review),Ipinagluto kami ning kekaming tita ng manyaman a tanghali ketang Linggo.,Ipinagluto kami ng aming tita ng masarap na tanghalian noong Linggo.,,
rv_1199,7 - AI-generated (Gemini conversational/news; needs review),Alang available a mesa king kilub inya king kilwal kami megluklok.,Walang available na mesa sa loob kaya sa labas kami umupo.,,
rv_1200,7 - AI-generated (Gemini conversational/news; needs review),Ali mu lalewan ing asu a lumwal king bakuran.,Huwag mong hahayaan ang aso na lumabas ng bakuran.,,
rv_1201,7 - AI-generated (Gemini conversational/news; needs review),"Kabang mag-inspeksyon ing boss, mabilis lang megligpit ng gamit ring empleyado.","Habang nag-iinspeksyon ang boss, mabilis na nagligpit ng gamit ang mga empleyado.",,
rv_1202,7 - AI-generated (Gemini conversational/news; needs review),Baka akalingwan mung dalan ing passport mu potang magmadali ka.,Baka makalimutan mong dalhin ang passport mo kapag nagmadali ka.,,
rv_1203,7 - AI-generated (Gemini conversational/news; needs review),Ninu ing may-ari ning matuling a bag a lewan king luklukan?,Sino ang may-ari ng itim na bag na naiwan sa upuan?,,
rv_1204,7 - AI-generated (Gemini conversational/news; needs review),"Bayu kami lumipat king bayung bale, nagbawas kami pa ng lumang gamit.","Bago kami lumipat sa bagong bahay, nagbawas muna kami ng lumang gamit.",,
rv_1205,7 - AI-generated (Gemini conversational/news; needs review),E ne nagustuhan ning customer ing serbisyo king hotel inya megreklamo ya.,Hindi nagustuhan ng customer ang serbisyo sa hotel kaya nagreklamo siya.,,
rv_1206,7 - AI-generated (Gemini conversational/news; needs review),"Bagaman bengi na, dakal pa ring sasakyan ing daralan king highway.","Bagaman gabi na, marami pa ring sasakyan ang dumadaan sa highway.",,
rv_1207,7 - AI-generated (Gemini conversational/news; needs review),Kailangan mung ipasa ring papeles bayu mag-alas singko ning gatpanapun.,Kailangan mong ipasa ang mga papeles bago mag-alas singko ng hapon.,,
rv_1208,7 - AI-generated (Gemini conversational/news; needs review),Ing anak a nawalan ng baon sinopan ne ning kekang kaklase.,Ang bata na nawalan ng baon ay tinulungan ng kanyang kaklase.,,
rv_1209,7 - AI-generated (Gemini conversational/news; needs review),Ali ka magdala ng dakal a gamit ba ka e mabigatan.,Huwag kang magdadala ng maraming gamit para hindi ka mabigatan.,,
rv_1210,7 - AI-generated (Gemini conversational/news; needs review),Akalingwan ku nung nukarin ke inabili ing resibo ning sinali kung gamut.,Nakalimutan ko kung saan ko itinago ang resibo ng binili kong gamot.,,
rv_1211,7 - AI-generated (Gemini conversational/news; needs review),Mas mabilis sumakai king tren kaysa mag-bus potang rush hour.,Mas mabilis sumakay ng tren kaysa mag-bus kapag rush hour.,,
rv_1212,7 - AI-generated (Gemini conversational/news; needs review),Ala kaming maipangakong tulong habang e pa sigurado ing badyet.,Wala kaming maipapangakong tulong hangga't hindi pa sigurado ang badyet.,,
rv_1213,7 - AI-generated (Gemini conversational/news; needs review),Atin bang makakilala king lalaking menkutan ng direksyon kanian?,May nakakilala ba sa lalaking nagtanong ng direksyon kanina?,,
rv_1214,7 - AI-generated (Gemini conversational/news; needs review),"Kabang magaral ya i Ana, makiramdam yang musikang pampatulo ng antok.","Habang nag-aaral si Ana, nakikinig siya ng musikang pampatulo ng antok.",,
rv_1215,7 - AI-generated (Gemini conversational/news; needs review),E pa nareresolba ing problema king danum king kekaming subdivision.,Hindi pa nareresolba ang problema sa tubig sa aming subdivision.,,
rv_1216,7 - AI-generated (Gemini conversational/news; needs review),Ipinasundo ni Tata ing kekaming bisita gagamit ing bayung sasakyan.,Ipinasundo ni Tatay ang aming bisita gamit ang bagong sasakyan.,,
rv_1217,7 - AI-generated (Gemini conversational/news; needs review),Obakit ali mu bisang magpacheck-up king doktor agyang masakit ing buntuk mu?,Bakit ayaw mong magpacheck-up sa doktor kahit masakit ang iyong ulo?,,
rv_1218,7 - AI-generated (Gemini conversational/news; needs review),"Nung e ka mangan abak, mahilo ka king kalagitnaan ning klase.","Kung hindi ka kakain ng agahan, mahihilo ka sa kalagitnaan ng klase.",,
rv_1219,7 - AI-generated (Gemini conversational/news; needs review),"Bayu sumakai king eroplano, kailangang ipakit ing boarding pass at ID.","Bago sumakay ng eroplano, kailangang ipakita ang boarding pass at ID.",,
rv_1220,7 - AI-generated (Gemini conversational/news; needs review),E ku na uulit king kakanan a yan uling mabagal ing serbisyo.,Hindi na ako uulit sa kainang iyon dahil mabagal ang serbisyo.,,
rv_1221,7 - AI-generated (Gemini conversational/news; needs review),Ila ring nag-ayos ning nasirang bubong ning kekaming bale ketang metung a bulan.,Sila ang nag-ayos ng nasirang bubong ng aming bahay noong isang buwan.,,
rv_1222,7 - AI-generated (Gemini conversational/news; needs review),Dakal a estudyante ing dumalo king seminar agyang mauran ing abak.,Maraming estudyante ang dumalo sa seminar kahit maulan ang umaga.,,
rv_1223,7 - AI-generated (Gemini conversational/news; needs review),Alang pwedeng lumub king gusali potang lagpas na ng alas nuwebe.,Walang pwedeng pumasok sa gusali kapag lagpas na ng alas nuwebe.,,
rv_1224,7 - AI-generated (Gemini conversational/news; needs review),Obakit e mu tinuki ing panuto a nakasulat king kahon?,Bakit hindi mo sinunod ang panuto na nakasulat sa kahon?,,
rv_1225,7 - AI-generated (Gemini conversational/news; needs review),"Kabang maglakad king parke, mekit kaming magandang ibon king punu.","Habang naglalakad sa parke, nakakita kami ng magandang ibon sa puno.",,
rv_1226,7 - AI-generated (Gemini conversational/news; needs review),"Nung e uling king tulong mu, e ku atayari ing proyektong ini.","Kung hindi dahil sa tulong mo, hindi ko matatapos ang proyektong ito.",,
rv_1227,7 - AI-generated (Gemini conversational/news; needs review),Ing lalaking magmaneho ng kule pulang kotse ya ing kekaming kapitbahay.,Ang lalaking nagmamaneho ng kulay pulang kotse ay ang aming kapitbahay.,,
rv_1228,7 - AI-generated (Gemini conversational/news; needs review),Ali mu lalewan ing laptop a nakasaksak king kuryente ng buong bengi.,Huwag mong iiwan ang laptop na nakasaksak sa kuryente nang buong gabi.,,
rv_1229,7 - AI-generated (Gemini conversational/news; needs review),Atin makatagung susi king lalam ning paso para king emergency.,May nakatagong susi sa ilalim ng paso para sa emergency.,,
rv_1230,7 - AI-generated (Gemini conversational/news; needs review),"Bayu mayari ing bulan, kailangan tamung magbayad ng renta king bale.","Bago matapos ang buwan, kailangan nating magbayad ng renta sa bahay.",,
rv_1231,7 - AI-generated (Gemini conversational/news; needs review),E pa la ba mengan ring bisita a dinatang kanian tanghali?,Hindi pa ba kumakain ang mga bisita na dumating kaninang tanghali?,,
rv_1232,7 - AI-generated (Gemini conversational/news; needs review),"Kaibat nang megaral king kolehiyo, megnintun yang agad obra king Maynila.","Pagkatapos niyang mag-aral sa kolehiyo, naghanap agad siya ng trabaho sa Maynila.",,
rv_1233,7 - AI-generated (Gemini conversational/news; needs review),Mas bisa yang magbasa libro kaysa manalon telebisyon potang bengi.,Mas gusto niyang magbasa ng libro kaysa manood ng telebisyon sa gabi.,,
rv_1234,7 - AI-generated (Gemini conversational/news; needs review),Alang ninuman king kekaming pamilya ing makabalu king kekang bayung address.,Walang sinuman sa aming pamilya ang nakakaalam ng kanyang bagong address.,,
rv_1235,7 - AI-generated (Gemini conversational/news; needs review),Ali mu gagamitan ing sasakyan kabang ala pa pahintulot ni Tata.,Huwag mong gagamitin ang sasakyan habang wala pang pahintulot ni Tatay.,,
rv_1236,7 - AI-generated (Gemini conversational/news; needs review),Baka maantala ing biyahe ning bus uling king kumpuni king tulay.,Baka maantala ang biyahe ng bus dahil sa maayos na kumpuni sa tulay.,,
rv_1237,7 - AI-generated (Gemini conversational/news; needs review),Ing kakanan a inorder tamu king app paparatang ne king bale.,Ang pagkain na inorder natin sa app ay paparatang na sa bahay.,,
rv_1238,7 - AI-generated (Gemini conversational/news; needs review),E ku akit ing salamin ku inya e ku makapagbasa nang mayap.,Hindi ko makita ang salamin ko kaya hindi ako makapagbasa nang maayos.,,
rv_1239,7 - AI-generated (Gemini conversational/news; needs review),"Kabang maglinis kusina i Maria, magpakain ya namang pusa i Juan.","Habang naglilinis ng kusina si Maria, nagpapakain naman ng pusa si Juan.",,
rv_1240,7 - AI-generated (Gemini conversational/news; needs review),"Nung atin ka pang kailangan king palengke, sabyan mu na ba ku asali.","Kung may kailangan ka pa sa palengke, sabihin mo na para mabili ko na.",,
rv_1241,7 - AI-generated (Gemini conversational/news; needs review),Obakit e mu ginamit ing bayung payung a sinali ning keka mong ima?,Bakit hindi mo ginamit ang bagong payong na binili ng iyong ina?,,
rv_1242,7 - AI-generated (Gemini conversational/news; needs review),Ipinatago ni Apu ring lumang litrato king kilub ning cabinet.,Ipinatago ni Lola ang mga lumang litrato sa loob ng cabinet.,,
rv_1243,7 - AI-generated (Gemini conversational/news; needs review),Alang makabalu nung kapilan magsimula ing bayung klase king kolehiyo.,Walang nakakaalam kung kailan magsisimula ang bagong klase sa kolehiyo.,,
rv_1244,7 - AI-generated (Gemini conversational/news; needs review),Ali mu tatalanan ing pasbul kabang nakapinta ya pa.,Huwag mong hahawakan ang pintuan habang nakapinta pa ito.,,
