item_num,category,kapampangan,filipino_tagalog,english_gloss,grammatical_feature_as_labeled,reviewer_verdict,reviewer_notes
371,Extended batch (301-400),Ing kakanan a inorder tamu king app paparatang ne king bale.,Ang pagkain na inorder natin sa app ay paparatang na sa bahay.,The food we ordered on the app is already on its way to the house.,Progressive Relative Clause (*a inorder tamu*) + Inchoative Clitic,,
372,Extended batch (301-400),E ku akit ing salamin ku inya e ku makapagbasa nang mayap.,Hindi ko makita ang salamin ko kaya hindi ako makapagbasa nang maayos.,"I can't find my glasses, so I cannot read properly.",Inability Perception (*E ku akit*) + Resultative Inability,,
373,Extended batch (301-400),"Kabang maglinis kusina i Maria, magpakain ya namang pusa i Juan.","Habang naglilinis ng kusina si Maria, nagpapakain naman ng pusa si Juan.","While Maria is cleaning the kitchen, Juan is feeding the cat.",Concurrent Temporal Clause + Contrastive Marker (*naman*),,
374,Extended batch (301-400),"Nung atin ka pang kailangan king palengke, sabyan mu na ba ku asali.","Kung may kailangan ka pa sa palengke, sabihin mo na para mabili ko na.","If you still need anything from the market, say it now so I can buy it.",Conditional Existential + Purpose First Person Clitic (*ba ku*),,
375,Extended batch (301-400),Obakit e mu ginamit ing bayung payung a sinali ning keka mong ima?,Bakit hindi mo ginamit ang bagong payong na binili ng iyong ina?,Why didn't you use the new umbrella that your mother bought?,Interrogative Direct Negation + Relative Passive Agent,,
376,Extended batch (301-400),Ipinatago ni Apu ring lumang litrato king kilub ning cabinet.,Ipinatago ni Lola ang mga lumang litrato sa loob ng cabinet.,Grandma had the old photos stored inside the cabinet.,Causative Transitive Voice (*Ipinatago*) + Spatial Locative,,
377,Extended batch (301-400),Alang makabalu nung kapilan magsimula ing bayung klase king kolehiyo.,Walang nakakaalam kung kailan magsisimula ang bagong klase sa kolehiyo.,Nobody knows when the new classes in college will start.,Existential Knowledge Negation + Embedded Temporal Clause,,
378,Extended batch (301-400),Ali mu tatalanan ing pasbul kabang nakapinta ya pa.,Huwag mong hahawakan ang pintuan habang nakapinta pa ito.,Don't touch the door while it is still painted/wet.,Prohibitive Imperative + Temporal Stative Modifier,,
379,Extended batch (301-400),"Bayu sumikat ing aldo, megingsing la na ring magsasaka king bukid.","Bago sumikat ang araw, nakagising na ang mga magsasaka sa bukid.","Before the sun rose, the farmers in the field were already awake.",Antecedent Subordinating Clause + Plural Completed Aspect,,
380,Extended batch (301-400),E pa naihahanda ring gamit para king out-of-town meeting bukas.,Hindi pa naihahanda ang mga gamit para sa out-of-town meeting bukas.,The equipment for tomorrow's out-of-town meeting hasn't been prepared yet.,Passive Aspectual Negation (*E pa naihahanda*),,
381,Extended batch (301-400),Ninu-ninu ring kayabe mung munta king mall ngening bengi?,Sinu-sino ang mga kasama mong pupunta sa mall ngayong gabi?,Who are the people going with you to the mall tonight?,Pluralized Interrogative Modifier + Temporal Adverbial,,
382,Extended batch (301-400),"Bagaman dumaan kami king masikan a trapik, nakatanggap kami pa rin king oras.","Bagaman mahirap ang dumaan sa trapik, nakarating pa rin kami sa oras.","Although we passed through heavy traffic, we still arrived on time.",Concessive Subordinator (*Bagaman*) + Inchoative Result,,
383,Extended batch (301-400),Kailangan tamung magtipid ng kuryente ba e lumaki ing kekatamung bill.,Kailangan nating magtipid ng kuryente upang hindi lumaki ang ating bill.,We need to save electricity so that our bill won't increase.,Deontic Necessity + Negative Purpose Subordinator (*ba e*),,
384,Extended batch (301-400),Ing imalan a gewa ning tailor kasya-kasya ya kanaku.,Ang damit na ginawa ng tailor ay kasyang-kasya sa akin.,The clothes made by the tailor fit me perfectly.,Relative Passive Agent + Intensive Attribute Stative,,
385,Extended batch (301-400),Mas mabilis magluto gagamit air fryer kaysa king ordinaryong kalan.,Mas mabilis magluto gamit ang air fryer kaysa sa ordinaryong kalan.,Cooking using an air fryer is faster than using an ordinary stove.,Instrument Comparative (*Mas mabilis*) + Prepositional Pivot,,
386,Extended batch (301-400),E ku atandanan nung nukarin ke lewan ing wallet ku kanian abak.,Hindi ko maalala kung saan ko naiwan ang aking wallet kaninang umaga.,I can't remember where I left my wallet earlier this morning.,Mental Inability Negation (*E ku atandanan*) + Embedded Question,,
387,Extended batch (301-400),"Kabang maghintay reseta, megbasa ku pa ng magazine king clinic.","Habang naghihintay ng reseta, nagbasa muna ako ng magazine sa clinic.","While waiting for the prescription, I read a magazine in the clinic first.",Temporal Duration Clause + Inceptive Aspect Marker (*pa*),,
388,Extended batch (301-400),"Nung magpatulong ka king keka mong kaklase, mas mabilis mung atayari ini.","Kung magpapatulong ka sa iyong kaklase, mas mabilis mong matatapos ito.","If you ask your classmate for help, you will finish this faster.",Conditional Causative + Comparative Speed Outcome,,
389,Extended batch (301-400),Obakit e ka pa rin magpadala ng confirmation email king customer?,Bakit hindi ka pa rin nagpapadala ng confirmation email sa customer?,Why haven't you sent a confirmation email to the customer yet?,Aspectual Reason Interrogative (*Obakit e ka pa rin*),,
390,Extended batch (301-400),Ipinagbawal ning barangay ing magtapon basura king lele ning ilog.,Ipinagbawal ng barangay ang pagtatapon ng basura sa tabi ng ilog.,The village prohibited throwing garbage beside the river.,Prohibition Voice Transitive (*Ipinagbawal*) + Spatial Modifier,,
391,Extended batch (301-400),Alang libreng sakay ngening aldo uling mayari ne ing programa.,Walang libreng sakay ngayong araw dahil natapos na ang programa.,There are no free rides today because the program has ended.,Existential Negation (*Alang*) + Reason Clause (*uling*),,
392,Extended batch (301-400),Ali mu lalewan a matuyo ing halaman king lalam ning aldo.,Huwag mong hahayaan na matuyo ang halaman sa ilalim ng araw.,Don't allow the plant to dry out under the sun.,Prohibitive Direct Control + Involuntary Result Clause,,
393,Extended batch (301-400),"Bayu sali ng bayung laptop, baluan mu pa ring katangian na.","Bago bumili ng bagong laptop, alamin mo muna ang mga katangian nito.","Before buying a new laptop, learn its specifications first.",Temporal Subordination (*Bayu sali*) + Mandatory Imperative,,
394,Extended batch (301-400),E pa ba mayari ing meeting ring opisyal king ikalawang palapag?,Hindi pa ba tapos ang meeting ng mga opisyal sa ikalawang palapag?,Isn't the officers' meeting on the second floor finished yet?,Interrogative Continuous Negation (*E pa ba mayari*),,
395,Extended batch (301-400),Ring estudyanteng makapasa king pagsusulit makatanggap silang libreng libro.,Ang mga estudyanteng nakapasa sa pagsusulit ay makakatanggap ng libreng libro.,The students who passed the exam will receive free books.,Plural Subject Relative Modifier + Future Potential Benefit,,
396,Extended batch (301-400),"Nung muran ng masikan potang gatpanapun, mas mayap manatili king bale.","Kung uulan nang malakas mamayang hapon, mas mabuting manatili sa bahay.","If it rains heavily later this afternoon, it is better to stay home.",Future Conditional + Comparative Recommendation (*mas mayap*),,
397,Extended batch (301-400),Ninu ing meg-ayos ning nasirang gripo king banyo kanian abak?,Sino ang nag-ayos ng nasirang gripo sa banyo kaninang umaga?,Who fixed the broken faucet in the bathroom earlier this morning?,Past Actor Focus Interrogative + Locative Context,,
398,Extended batch (301-400),"Kabang mangan apunan, pinag-usapan ning pamilya ing plano king bakasyon.","Habang kumakain ng hapunan, pinag-usapan pamilya ang plano sa bakasyon.","While eating dinner, the family discussed plans for the vacation.",Simultaneous Temporal Subordination + Transitive Passive,,
399,Extended batch (301-400),E ku nagustuhan ing palabas king sinehan uling masyadong kayaba.,Hindi ko nagustuhan ang palabas sa sinehan dahil masyadong mahaba.,I didn't like the show in the cinema because it was too long.,Experiencer Negation (*E ku*) + Causal Attribute Predicate,,
400,Extended batch (301-400),Baka e makatipa i Pedro king meeting uling atin yang sakit ing kekang anak.,Baka hindi makadalo si Pedro sa pagpupulong dahil may sakit ang kanyang anak.,Pedro might not be able to attend the meeting because his child is sick.,Epistemic Uncertainty + Inability Negation + Existential Cause,,
401,Extended batch (401-500),"Bayu ka munta Palawan, kailangan mung mag-book ng hotel nang maaga.","Bago ka pumunta sa Palawan, kailangan mong mag-book ng hotel nang maaga.","Before you go to Palawan, you need to book a hotel early.",Temporal Limit Subordinator (*Bayu ka*) + Deontic Obligation,,
402,Extended batch (401-500),Alang pwedeng mag-park ng sasakyan king arapan ning pasbul hospital.,Walang pwedeng mag-park ng sasakyan sa tapat ng pinto ng ospital.,No one is allowed to park vehicles in front of the hospital entrance.,Universal Negative Subject + Modal Permission,,
403,Extended batch (401-500),Ali mu ipagkaila ing katotohanang balu na ning sabla.,Huwag mong ipagkakaila ang katotohanang alam na ng lahat.,Don't deny the truth that everyone already knows.,Prohibitive Object Focus (*Ali mu ipagkaila*) + Relative Stative,,
404,Extended batch (401-500),Ipinadala ne ning kumpanya ing tawling sweldo ring dating empleyado.,Ipinadala na ng kumpanya ang huling sweldo ng mga dating empleyado.,The company has already sent the final salary of former employees.,Patient Focus Perfective + Ergative Clitic (*ne*),,
405,Extended batch (401-500),Obakit e ka pa nakakapag-desisyon nung nanung kurso ing kailangan mu?,Bakit hindi ka pa nakakapag-desisyon kung anong kurso ang kukunin mo?,Why haven't you decided yet on what course you will take?,Interrogative Cause + Continuous Aspectual Negation,,
406,Extended batch (401-500),Mas manyaman ing kakanan king karinderya kaysa king mamahaling restawran.,Mas masarap ang pagkain sa karinderya kaysa sa mamahaling restawran.,Food at the local eatery is delicious compared to expensive restaurants.,Comparative Quality (*Mas manyaman*) + Locative Pivot,,
407,Extended batch (401-500),Ing taung meg-wan ng jacket king bangko megbabalik ya ba ne kalapan.,Ang taong nag-iwan ng jacket sa bangko ay bumalik para kunin ito.,The person who left the jacket on the bench returned to get it.,Active Relative Modification + Purpose Portmanteau (*ba ne*),,
408,Extended batch (401-500),"Kabang maghintay sundo, megbasa ya i Maria ng mensahe king phone.","Habang nag-aantay ng sundo, nagbasa si Maria ng mga mensahe sa phone.","While waiting to be picked up, Maria read messages on her phone.",Simultaneous Clause (*Kabang*) + Imperfective Action,,
409,Extended batch (401-500),E pa nakatanggap tulong ring baryo a nalubog king baha.,Hindi pa nararating ng tulong ang mga baryo na nalubog sa baha.,Assistance hasn't reached the villages submerged in floodwater yet.,Aspectual Negative Potential + Relative Stative Clause,,
410,Extended batch (401-500),"Nung e magbago ing panahon, tuloy ing kekatamung island hopping.","Kung hindi magbabago ang panahon, matutuloy ang ating island hopping.","If the weather doesn't change, our island hopping will proceed.",Negative Conditional Clause (*Nung e*) + Future Continuity,,
411,Extended batch (401-500),Ninu ing megturo keka magamit ing bayung software a yan?,Sino ang nagturo sa iyo na gumamit ng bagong software na iyan?,Who taught you how to use that new software?,Subject Focus Past Interrogative + Infinitive Object,,
412,Extended batch (401-500),Dakal a taung mag-abang king kilwal ning sinehan para king premiere.,Maraming taong nag-aabang sa labas ng sinehan para sa premiere.,Many people were waiting outside the cinema for the premiere.,Existential Quantifier + Continuous Active Modifier,,
413,Extended batch (401-500),Ali mu kakalingwan patdan ing sulu paglub/paglwal mu king kwarto.,Huwag mong kakalimutang patayin ang ilaw paglabas mo ng kwarto.,Don't forget to turn off the lights when you exit the room.,Prohibitive Infinitive (*Ali mu kakalingwan*) + Temporal Boundary,,
414,Extended batch (401-500),Baka e tamu maabutan ing tawling biyahe ning tren ngening bengi.,Baka hindi natin maabutan ang huling biyahe ng tren ngayong gabi.,We might not catch the last train ride tonight.,Epistemic Uncertainty (*Baka*) + Plural Inability Negation (*e tamu*),,
415,Extended batch (401-500),Ing librung isinulat ning sikat a may-akda mabilis ya naubos.,Ang librong isinulat ng sikat na may-akda ay mabilis na naubos.,The book written by the famous author sold out quickly.,Goal Relative Clause + Involuntary Stative Outcome (*naubos*),,
416,Extended batch (401-500),"Bayu ka pirma king kontrata, basan mu pa nang mayap ing sablang nakasulat.","Bago ka pumirma sa kontrata, basahin mo muna nang mabuti ang lahat ng nakasulat.","Before you sign the contract, read everything written carefully first.",Temporal Subordinator + Obligatory Imperative Focus,,
417,Extended batch (401-500),E ku pa naiipon ing sapat a pera ba kung sali ng bayung sasakyan.,Hindi ko pa naiipon ang sapat na pera para bumili ng bagong sasakyan.,I haven't saved enough money to buy a new vehicle yet.,Aspectual Incomplete Negation (*E ku pa*) + Purpose Clause,,
418,Extended batch (401-500),"Bagaman napagal ing sabla, masaya kami pa rin king meging resulta ning event.","Bagaman napagod ang lahat, masaya pa rin kami sa naging resulta ng event.","Although everyone got tired, we were still happy with the event's result.",Formal Concessive Subordinator + Stative Predicate,,
419,Extended batch (401-500),Obakit ali mu bisang magkutan king guard nung nukarin ing elevator?,Bakit ayaw mong magtanong sa guard kung saan ang elevator?,Why don't you want to ask the guard where the elevator is?,Volational Negation + Indirect Question Subordinator,,
420,Extended batch (401-500),Ipinatayo ning pamahalaan ing bayung tulay ba mabawasan ing trapik.,Ipinatayo ng pamahalaan ang bagong tulay upang mabawasan ang trapik.,The government had the new bridge constructed to reduce traffic.,Causative Voice Focus (*Ipinatayo*) + Purpose Clause,,
421,Extended batch (401-500),Alang makabalu nung obakit biglang ala kuryente kanian.,Walang nakakaalam kung bakit biglang nawalan ng kuryente kanina.,Nobody knows why the electricity suddenly went out earlier.,Existential Negation + Embedded Reason Question,,
422,Extended batch (401-500),"Kabang mag-ayos ng papeles, mekit ya i Juan ng lumang resibo.","Habang nag-aayos ng mga papeles, nakakita si Juan ng lumang resibo.","While organizing documents, Juan found an old receipt.",Temporal Simultaneity + Involuntary Perception Aspect,,
423,Extended batch (401-500),"Nung matipa ka king okasyon, sabyan mu kanaku nang maaga ba kung makakayabe.","Kung dadalo ka sa okasyon, sabihan mo ako nang maaga para makasama ako.","If you attend the occasion, tell me early so I can join.",Future Condition + Purpose First Person (*ba kung*),,
424,Extended batch (401-500),Mas mayap maglakad kaysa sumakai potang malapit mu ing puntalan.,Mas mainam na maglakad kaysa sumakay kapag malapit lang ang pupuntahan.,It is better to walk than to ride when the destination is near.,Comparative Preference (*Mas mayap*) + Locative Stative,,
425,Extended batch (401-500),Ring gamut a ibinigay ning nurse para kareng lagnat na.,Ang mga gamot na ibinigay ng nurse ay para sa kanyang lagnat.,The medicines given by the nurse are for his fever.,Relative Passive Agent + Benefactive Directional Phrase,,
426,Extended batch (401-500),Ali mu lalewan a makawala ing pusa king kilub ning bale.,Huwag mong hahayaang makawala ang pusa sa loob ng bahay.,Don't let the cat get loose inside the house.,Prohibitive Direct Control + Potential Stative State,,
427,Extended batch (401-500),E pa dinatang ing delivery rider uling malito ya king address.,Hindi pa dumatang ang delivery rider dahil nalito siya sa address.,The delivery rider hasn't arrived yet because he got confused by the address.,Aspectual Continuous Negation + Stative Causal Clause,,
428,Extended batch (401-500),Ninu ing meglinis kwarto kabang ala kami keni?,Sino ang naglinis ng kwarto habang wala kami rito?,Who cleaned the room while we were not here?,Actor Focus Interrogative + Negative Temporal Clause,,
429,Extended batch (401-500),"Bayu magsimula ing pelikula, sinali kami pa ng popcorn at inuman.","Bago magsimula ang pelikula, bumili muna kami ng popcorn at inumin.","Before the movie started, we first bought popcorn and drinks.",Temporal Subordinator + Inceptive Action Phase,,
430,Extended batch (401-500),Dakal a taung minunta king parke ba lang manalon kareng paputok.,Maraming taong nagpunta sa parke upang panoorin ang mga paputok.,Many people went to the park to watch the fireworks display.,Existential Quantifier + Purpose Subordination (*ba lang*),,
431,Extended batch (401-500),E tamu matayari ing proyekto nung ala ing tulong ning kekatamung team.,Hindi natin matatapos ang proyekto kung wala ang tulong ng ating team.,We won't finish the project without the help of our team.,Plural Inability Negation (*E tamu*) + Negative Existential,,
432,Extended batch (401-500),"Kabang mag-abang king pila, meg-update ya i Maria ng kekang status online.","Habang nag-aantay sa pila, nag-update si Maria ng kanyang status online.","While waiting in line, Maria updated her status online.",Continuous Temporal Subordination + Transitive Past Focus,,
433,Extended batch (401-500),Obakit e mu buksan ing awang ba lumub ing sariwang angin?,Bakit hindi mo buksan ang bintana para pumasok ang sariwang hangin?,Why don't you open the window so fresh air can come in?,Interrogative Imperative Negation + Purpose Subordinator,,
434,Extended batch (401-500),Ing sasakyan a sinali ni Pedro matipid ya king gasolina at maganda.,Ang sasakyang binili ni Pedro ay napakatipid sa gasolina at maganda.,The vehicle Pedro bought is very fuel-efficient and nice.,Relative Passive Clause + Compound Attribute Predicate,,
435,Extended batch (401-500),Ali ka mag-atubiling tumawag kekami potang atin kang problema.,Huwag kang mag-atubiling tumawag sa amin kapag may problema ka.,Don't hesitate to call us whenever you have a problem.,Prohibitive Reflexive + Conditional Existential Clause,,
436,Extended batch (401-500),Baka e matuloy ing biyahe tamu Baguio nung masikan ing uran.,Baka hindi matuloy ang biyahe natin sa Baguio kung malakas ang ulan.,Our trip to Baguio might not push through if the rain is heavy.,Epistemic Uncertainty + Inability Negation + Conditional Clause,,
437,Extended batch (401-500),Ipinagluto ni Inda ng manyaman a sopas ing kapatad kung atin sakit.,Ipinagluto ni Nanay ng masarap na sopas ang aking kapatid na may sakit.,Mom cooked delicious soup for my sick sibling.,Benefactive Voice Focus (*Ipinagluto*) + Stative Subject Modifier,,
438,Extended batch (401-500),Ala nang natagung kakanan king lamesa uling mengan na ring sablang bisita.,Walang natirang pagkain sa mesa dahil kumain na ang lahat ng bisita.,There was no food left on the table because all guests had eaten.,Negative Existential (*Ala nang*) + Completed Causality,,
439,Extended batch (401-500),"Bagaman benging-bengi na, dakal pa ring tau king kilwal ning convenience store.","Bagaman gabing-gabi na, marami pa ring tao sa labas ng convenience store.","Although it was very late at night, there were still many people outside the convenience store.",Intensive Concessive Clause + Continuous Existential,,
440,Extended batch (401-500),"Nung mag-ingat ka king pagmaneho, makaiwas ka king aksidente.","Kung mag-iingat ka sa pagmamaneho, makakaiwas ka sa aksidente.","If you drive carefully, you can avoid accidents.",Instrumental Condition + Future Potential Outcome,,
441,Extended batch (401-500),Ninu ing meg-wan ng bukas a gripo king kilub ning banyo?,Sino ang nag-iwan ng bukas na gripo sa loob ng banyo?,Who left the faucet running inside the bathroom?,Actor Focus Subject + Stative Relative Object Modifier,,
442,Extended batch (401-500),"Bayu mako ing bus, siguraduhin mung atin keka ing sablang gamit mu.","Bago umalis ang bus, siguraduhing nasa sa iyo ang lahat ng gamit mo.","Before the bus leaves, make sure you have all your belongings with you.",Temporal Boundary Subordinate + Deontic Imperative,,
443,Extended batch (401-500),E ku atandanan nung nukarin ke inabili ing susi ning kotse.,Hindi ko maaalala kung saan ko inilagay ang susi ng kotse.,I cannot remember where I placed the car key.,Mental Inability Negation (*E ku atandanan*) + Indirect Location,,
444,Extended batch (401-500),Mas bisa kung mininum malamig a danum kaysa king juice potang mapali.,Mas gusto kong uminom ng malamig na tubig kaysa sa juice kapag mainit.,I prefer drinking cold water over juice when it is hot.,Comparative Preference (*Mas bisa kung*) + Temporal State,,
445,Extended batch (401-500),Ing gurong magturo king kekaming klase magaling ya sadyang-sadya magpaliwanag.,Ang guro na nagtuturo sa aming klase ay napakagaling magpaliwanag.,The teacher who teaches our class is very good at explaining.,Subject Relative Clause + Intensive Manner Predicate,,
446,Extended batch (401-500),Ali mu hahawaan ng sakit ing keka mong malating kapatid.,Huwag mong hahawaan ng sakit ang iyong maliit na kapatid.,Don't pass the illness to your younger sibling.,Prohibitive Direct Object Focus (*Ali mu hahawaan*),,
447,Extended batch (401-500),Baka mawala ing keka mong dokumento nung e mu isalikut king bag.,Baka mawala ang iyong dokumento kung hindi mo itatago sa bag.,Your document might get lost if you don't keep it inside the bag.,Epistemic Uncertainty + Negative Conditional Focus,,
448,Extended batch (401-500),"Kabang maglaba ya i Apu, magwalis ya namang bakuran i Apu lalakay.","Habang naglalaba si Lola, nagwawalis naman ng bakuran si Lolo.","While Grandma is doing laundry, Grandpa is sweeping the yard.",Concurrent Temporal Clause + Contrastive Modifier,,
449,Extended batch (401-500),E pa nabayaran ing bill king internet inya naputulan kaming koneksyon.,Hindi pa nababayaran ang bill sa internet kaya naputulan kami ng koneksyon.,"The internet bill hasn't been paid yet, so our connection was cut.",Aspectual Passive Negation (*E pa nabayaran*) + Resultative,,
450,Extended batch (401-500),Ila ring kekatamung kapangkat a mag-report ng proyekto bukas.,Sila ang mga kapangkat natin na mag-uulat ng proyekto bukas.,They are our groupmates who will report on the project tomorrow.,Equational Focus Pronoun (*Ila*) + Future Relative Modifier,,
451,Extended batch (401-500),Dakal a bayung kakanan ing mambukas king lele ning kekaming opisina.,Maraming bagong kainan ang nagbukas sa tabi ng aming opisina.,Many new eateries opened beside our office.,Existential Plural Quantifier + Spatial Prepositional Modifier,,
452,Extended batch (401-500),Obakit e ka pa munta king clinic ba kang magpakonsulta?,Bakit hindi ka pa pumupunta sa clinic para magpakonsulta?,Why haven't you gone to the clinic to consult a doctor yet?,Interrogative Continuous Negation + Purpose Subordination,,
453,Extended batch (401-500),"Nung makapasa ku king pagsusulit, magcelebrate kami ning kekang pamilya.","Kung makakapasa ako sa pagsusulit, magcecelebrate kami ng aking pamilya.","If I pass the exam, my family and I will celebrate.",Potential Future Conditional + Collective Action,,
454,Extended batch (401-500),Alang pwedeng maniram ng laptop nang alang pahintulot ning boss.,Walang pwedeng humiram ng laptop nang walang pahintulot ng boss.,No one is allowed to borrow a laptop without the boss's permission.,Universal Negative Subject + Modal Condition,,
455,Extended batch (401-500),Ing imalan a ginamit ku napun nalabahan ne ni Inda.,Ang damit na ginamit ko kahapon ay nalabahan na ni Nanay.,The clothes I wore yesterday have already been washed by Mom.,Past Relative Clause + Inchoative Passive Ergative (*ne*),,
456,Extended batch (401-500),Ali mu sabyan karela ing lugar a kekatamung puntalan.,Huwag mong sasabihin sa kanila ang lugar na ating pupuntahan.,Don't tell them the location that we are going to visit.,Prohibitive Direct Focus (*Ali mu sabyan*) + Relative Locative,,
457,Extended batch (401-500),"Bayu mayari ing bulan, kailangan tamung magsumite ng mga ulat.","Bago matapos ang buwan, kailangan nating magsumite ng mga ulat.","Before the month ends, we need to submit our reports.",Temporal Boundary Subordinator + Mandatory Obligation,,
458,Extended batch (401-500),E ku inabili ing asin king sabaw inya alang rasa ini.,Hindi ko nailagay ang asin sa sabaw kaya walang lasa ito.,"I didn't put salt in the soup, so it has no taste.",Transitive Past Negation (*E ku inabili*) + Resultative Negative,,
459,Extended batch (401-500),"Kabang magmaneho king dalan, mekit ya i Pedro ng aksidente king dalan.","Habang nagmamaneho sa kalye, nakakita si Pedro ng aksidente sa daan.","While driving on the street, Pedro saw an accident on the road.",Duration Subordination (*Kabang*) + Involuntary Perception,,
460,Extended batch (401-500),Ninu ing makakilala king lalaking linub king opisina kanian gatpanapun?,Sino ang nakakilala sa lalaking pumasok sa opisina kaninang hapon?,Who recognized the man who entered the office earlier this afternoon?,Stative Interrogative Subject + Past Relative Clause,,
461,Extended batch (401-500),"Bagaman masakit ing obra, atayari tamu pa rin ini king takdang oras.","Bagaman mahirap ang gawain, natapos pa rin natin ito sa takdang oras.","Although the task was difficult, we still completed it on time.",Concessive Subordinator + Potential Plural Ergative (*atayari tamu*),,
462,Extended batch (401-500),Mas mabilis maglakbay gagamit tren kaysa king bus Balang abak.,Mas mabilis maglakbay gamit ang tren kaysa sa bus tuwing umaga.,Traveling using the train is faster than taking the bus every morning.,Comparative Speed Instrument + Habitual Temporal Phrase,,
463,Extended batch (401-500),Obakit ali mu bisang inuman ing gamut a ibinigay ning doktor?,Bakit ayaw mong inumin ang gamot na ibinigay ng doktor?,Why don't you want to take the medicine given by the doctor?,Volitional Negation (*ali mu bisang*) + Passive Relative Clause,,
464,Extended batch (401-500),Alang tau king bale uling minunta ing sabla king simbahan.,Walang tao sa bahay dahil nagpunta ang lahat sa simbahan.,There was no one at home because everyone went to church.,Negative Existential + Plural Past Causal Subordination,,
465,Extended batch (401-500),"Nung sali kang bayung phone, pilian mu ing atin magandang camera.","Kung bibili ka ng bagong phone, piliin mo ang may magandang camera.","If you buy a new phone, choose the one with a good camera.",Imperative Conditional (*Nung sali... pilian mu*),,
466,Extended batch (401-500),Ing kapeng ininum ku kanian masyadong matapang ya kanaku.,Ang kape na ininom ko kanina ay masyadong matapang para sa akin.,The coffee I drank earlier was too strong for me.,Patient Relative Modification + Intensive Predicate,,
467,Extended batch (401-500),Ali mu tatalanan ing basu uling mapali ya ing kape king kilub.,Huwag mong hahawakan ang baso dahil mainit ang laman nitong kape.,Don't hold the glass because the coffee inside it is hot.,Prohibitive Object Focus + Causal Reason Clause,,
468,Extended batch (401-500),Baka akalingwan ning driver ing lumiko king kanto nung e mu sabyan.,Baka makalimutan ng driver na lumiko sa kanto kung hindi mo sasabihin.,The driver might forget to turn at the corner if you don't tell him.,Epistemic Potential + Involuntary Aspect + Negative Condition,,
469,Extended batch (401-500),"Kabang magpapatuyo buhok, makiramdam ya i Ana ng paborito nang kanta.","Habang nagpapatuyo ng buhok, nakikinig si Ana ng paborito niyang kanta.","While drying her hair, Ana was listening to her favorite song.",Simultaneous Subordination (*Kabang*) + Continuous Aspect,,
470,Extended batch (401-500),E ku inisip a maging matagumpay ing kekaming malating negosyo.,Hindi ko naisip na magiging matagumpay ang aming maliit na negosyo.,I didn't imagine that our small business would become successful.,Experiencer Negation (*E ku inisip*) + Indirect Future Complement,,
471,Extended batch (401-500),Ila ring kaklase kung sinopa kanaku king kekaming proyekto.,Sila ang mga kaklase ko na tumulong sa akin sa aming proyekto.,They are my classmates who helped me with our project.,Focus Subject Pronoun (*Ila*) + Past Relative Modification,,
472,Extended batch (401-500),Dakal a taung maghintay jeep king lele ning overpass ngening bengi.,Maraming taong naghihintay ng jeep sa tabi ng overpass ngayong gabi.,Many people are waiting for jeepneys beside the overpass tonight.,Plural Existential Quantifier + Spatial Locative Phrase,,
473,Extended batch (401-500),Obakit e ka pa magpadala mensahe kareng keka mong pengari?,Bakit hindi ka pa nagpapadala ng mensahe sa iyong mga magulang?,Why haven't you sent a message to your parents yet?,Interrogative Cause + Continuous Aspectual Negation,,
474,Extended batch (401-500),"Bayu mayari ing programa, mibye silang pabuya ing pamunuan king sabla.","Bago matapos ang programa, nagbigay ng pabuya ang pamunuan sa lahat.","Before the program ended, management gave rewards to everyone.",Antecedent Subordinator (*Bayu*) + Transitive Past Action,,
475,Extended batch (401-500),Alang available a slot para king bakuna king tutuking duminggu.,Walang available na slot para sa bakuna sa susunod na linggo.,There are no available slots for the vaccine next week.,Existential Negation (*Alang*) + Future Locative Phase,,
476,Extended batch (401-500),Ing librung iniram ku king library kailangang isubli bayu mag-Biyernes.,Ang librong hiram ko sa library ay kailangang isauli bago mag-Biyernes.,The book I borrowed from the library must be returned before Friday.,Relative Instrument Clause + Boundary Temporal Condition,,
477,Extended batch (401-500),Ali mu lalewan a mabasa ning uran ring gamit king kilwal.,Huwag mong hahayaang mabasa ng ulan ang mga gamit sa labas.,Don't let the tools outside get wet in the rain.,Prohibitive Direct Control + Potential Passive Outcome,,
478,Extended batch (401-500),"Nung e ka magmadali, malewan ka ning tawling bus pauli.","Kung hindi ka magmamadali, maiiwanan ka ng huling bus pauwi.","If you don't hurry, you will be left behind by the last bus home.",Negative Condition (*Nung e ka*) + Future Potential Passive,,
479,Extended batch (401-500),E pa rin daratang ing inorder kung laptop ibat king online shop.,Hindi pa rin nakakarating ang inorder kong laptop mula sa online shop.,The laptop I ordered from the online shop still hasn't arrived.,Aspectual Continuous Negation (*E pa rin daratang*),,
480,Extended batch (401-500),"Kabang mangan tanghali, pinag-usapan da ing plano king bakasyon.","Habang kumakain ng tanghalian, pinag-usapan nila ang plano sa bakasyon.","While eating lunch, they discussed the vacation plans.",Continuous Temporal Subordinate + Ergative Transitive Voice,,
481,Extended batch (401-500),Ninu ing megtapon basura king bakanteng lote king lele ning bale?,Sino ang nagtapon ng basura sa bakanteng lote sa gilid ng bahay?,Who threw garbage in the vacant lot beside the house?,Subject Interrogative (*Ninu*) + Locative Context,,
