mt_id,granularity,source_lang,target_lang,source_text,target_text,prompt_family,source_name_normalized,prompt_ordinal,source_recorded_speakers,target_recorded_speakers,quality_tier,source_name,source_archive,dataset_role,validation_status
pldmt_caff9fec51d8,sentence,pam,fil,Alang tinalan king paglutuan a e miulingan.,Mainam na ang pipit na nasa kamay kaysa lawing lumilipad.,Utt,Utt_Salawikain.txt,6,68,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_f912f5944d5b,sentence,pam,fil,"Ing kecang indam, isubli o libaian. Ban keng tutuki, e ca picadalan.","Pagkahaba-haba man ng prusisyon, sa simbahan din ang tuloy.",Utt,Utt_Salawikain.txt,7,68,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_b0a0cdfd7a6e,sentence,pam,fil,"Ing palu king damulag, king cabayu ing late.","Ako ang nagbayo, ako ang nagsaing, saka ng maluto'y iba ang kumain.",Utt,Utt_Salawikain.txt,8,68,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_40c92e3a42de,sentence,pam,fil,"Ing lalacad mabagal, nung masucsuc ya mababo. Ing lalacad mabilis, nung masucsuc ya malalam.","Kapag ang ilog ay matahimik, asahan mo at malalim. Kapag ang ilog ay maingay, asahan mo at mababaw.",Utt,Utt_Salawikain.txt,9,68,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_4b7233839cc0,sentence,pam,fil,Langi ne ing sapa dapot ali ing balita.,Ang hindi marunong lumingon sa pinanggalingan ay hindi makararatíng sa paroroonan.,Utt,Utt_Salawikain.txt,10,68,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_02a00626f9b0,sentence,pam,fil,"Acu ing mitanam, ing binayu at siniasat, saca niang melutu aliua ya ing mengan.","Tikatik man kung panay ang ulan, malalim mang ilog ay mapapaapaw.",Utt,Utt_Salawikain.txt,11,6,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_5e5858fd72ee,sentence,pam,fil,"Ing tau ustung macualta ya, dacal ya caluguran.",Ang hindî marunong lumingón sa pinanggalingan ay hindî makararatíng sa paroroonan.,Utt,Utt_Salawikain.txt,12,6,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_ae616406f0df,sentence,pam,fil,"Ing pamakyasaua e ya biru, e na calupa ning nasi, ilual mu nung mepali.","Kapag apaw na ang takalan, kailangan kalusan.",Utt,Utt_Salawikain.txt,13,6,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_df2301d3fa41,sentence,pam,fil,"Matibe ya ing palis, paulini ning pangabigkis.","Ang hindi lumingon sa pinanggalingan, hindi makakarating sa paruruonan.",Utt,Utt_Salawikain.txt,14,6,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
pldmt_f55025e73b9e,sentence,pam,fil,"King kecaban man ning prucicion, king pisamban mu rin malaus.",Ang tunay na kaibigan karamay kailan man.,Utt,Utt_Salawikain.txt,15,6,109,high,Philippine Languages Database aligned prompt inventory,1773845964108-up-dsp-pld.tar.gz,pld_prompt_aligned_mt_candidates,needs_alignment_review
